SNo,Pair,Date,Session,Day,Direction,Entry_Price,SL_Price,TP_Price,Exit_Price,SL_Pips,Lot_Size,Account_Balance,Risk_Amount,RR,PnL,TP_Hit,Result,Trade_Duration
6646,USDCAD,2024-05-15,New York,Wednesday,Sell,1.3361,1.33677,1.33442,1.33675,6.7,1.32,284751.93,68.1,0.97,-66.06,SL Hit,Loss,38m
6647,USDCAD,2024-05-15,London,Wednesday,Buy,1.25566,1.25469,1.25808,1.25472,9.7,1.32,284659.26,98.59,0.94,-92.67,SL Hit,Loss,27m
6648,XAUUSD,2024-05-15,New York,Wednesday,Sell,1963.82,1963.98,1963.42,1963.98,16.0,1.32,284462.84,211.2,0.93,-196.42,SL Hit,Loss,1h 5m
6649,USDCAD,2024-05-15,London,Wednesday,Sell,1.20992,1.21071,1.20795,1.21068,7.9,1.32,284385.75,80.3,0.96,-77.09,SL Hit,Loss,32m
6650,XAUUSD,2024-05-15,London,Wednesday,Sell,1896.42,1896.58,1896.03,1896.58,15.5,1.32,284185.24,204.6,0.98,-200.51,SL Hit,Loss,27m
6651,USDCAD,2024-05-15,London,Wednesday,Sell,1.22101,1.22199,1.21786,1.2179,9.8,1.32,284504.99,99.61,3.21,319.75,TP1 (1:3),Win,12h 20m
6652,GBPUSD,2024-05-16,New York,Thursday,Sell,1.28368,1.28487,1.2807,1.28487,11.9,1.32,284354.19,157.08,0.96,-150.8,SL Hit,Loss,45m
6653,GBPUSD,2024-05-16,London,Thursday,Buy,1.30012,1.29941,1.30235,1.30232,7.1,1.32,284648.47,93.72,3.14,294.28,TP1 (1:3),Win,2h 30m
6654,USDCAD,2024-05-16,New York,Thursday,Sell,1.31374,1.3153,1.30984,1.31529,15.6,1.32,284497.84,158.56,0.95,-150.63,SL Hit,Loss,1h 5m
6655,USDCAD,2024-05-16,London,Thursday,Buy,1.21298,1.21232,1.21513,1.21513,6.6,1.32,284716.52,67.08,3.26,218.68,TP1 (1:3),Win,3h 22m
6656,USDCAD,2024-05-16,London,Thursday,Sell,1.29068,1.29217,1.2863,1.28632,14.9,1.32,285161.75,151.44,2.94,445.23,TP1 (1:3),Win,1h 48m
6657,USDCAD,2024-05-16,London,Thursday,Buy,1.27331,1.2721,1.2771,1.27707,12.1,1.32,285546.68,122.98,3.13,384.93,TP1 (1:3),Win,6h 10m
6658,EURGBP,2024-05-16,New York,Thursday,Sell,0.84329,0.84386,0.84165,0.84167,5.7,1.32,285827.39,97.81,2.87,280.71,TP1 (1:3),Win,12h 20m
6659,EURGBP,2024-05-16,London,Thursday,Sell,0.88066,0.88139,0.87884,0.88137,7.3,1.32,285710.89,125.27,0.93,-116.5,SL Hit,Loss,1h 5m
6660,GBPUSD,2024-05-16,New York,Thursday,Sell,1.26621,1.26716,1.26315,1.26317,9.5,1.32,286114.68,125.4,3.22,403.79,TP1 (1:3),Win,3h 22m
6661,EURGBP,2024-05-16,New York,Thursday,Sell,0.85126,0.85253,0.84808,0.85252,12.7,1.32,285914.18,217.93,0.92,-200.5,SL Hit,Loss,55m
6662,EURUSD,2024-05-17,London,Friday,Sell,1.08956,1.09123,1.08539,1.09121,16.7,1.32,285706.97,220.44,0.94,-207.21,SL Hit,Loss,22m
6663,EURUSD,2024-05-17,New York,Friday,Buy,1.08753,1.0864,1.09036,1.08642,11.3,1.32,285560.79,149.16,0.98,-146.18,SL Hit,Loss,27m
6664,GBPUSD,2024-05-17,New York,Friday,Buy,1.24115,1.23961,1.245,1.23962,15.4,1.32,285359.54,203.28,0.99,-201.25,SL Hit,Loss,18m
6665,XAUUSD,2024-05-17,New York,Friday,Sell,1994.28,1994.33,1994.15,1994.33,5.1,1.32,285297.61,67.32,0.92,-61.93,SL Hit,Loss,40m
6666,EURUSD,2024-05-17,New York,Friday,Sell,1.10638,1.10731,1.10406,1.1073,9.3,1.32,285183.44,122.76,0.93,-114.17,SL Hit,Loss,48m
6667,EURGBP,2024-05-17,New York,Friday,Buy,0.84192,0.84042,0.84567,0.84042,15.0,1.32,284936.34,257.4,0.96,-247.1,SL Hit,Loss,12m
6668,XAUUSD,2024-05-17,London,Friday,Sell,1884.03,1884.16,1883.61,1883.61,13.3,1.32,285489.35,175.56,3.15,553.01,TP1 (1:3),Win,1h 55m
6669,EURUSD,2024-05-17,London,Friday,Buy,1.03867,1.03708,1.04392,1.04388,15.9,1.32,286181.95,209.88,3.3,692.6,TP1 (1:3),Win,1h 48m
6670,USDCAD,2024-05-21,London,Tuesday,Sell,1.27119,1.27217,1.26874,1.27215,9.8,1.32,286083.34,99.61,0.99,-98.61,SL Hit,Loss,40m
6671,GBPUSD,2024-05-21,London,Tuesday,Buy,1.22426,1.22281,1.22861,1.22426,14.5,1.32,286083.34,14.74,0.0,0.0,BE,,2h 5m
6672,XAUUSD,2024-05-21,New York,Tuesday,Buy,1970.52,1970.43,1970.83,1970.83,9.3,1.32,286485.99,122.76,3.28,402.65,TP1 (1:3),Win,2h 15m
6673,GBPUSD,2024-05-21,New York,Tuesday,Buy,1.29443,1.29384,1.2959,1.29384,5.9,1.32,286414.34,77.88,0.92,-71.65,SL Hit,Loss,1h 5m
6674,EURUSD,2024-05-21,London,Tuesday,Buy,1.04499,1.04348,1.04976,1.04976,15.1,1.32,287044.19,199.32,3.16,629.85,TP1 (1:3),Win,1h 48m
6675,XAUUSD,2024-05-21,London,Tuesday,Buy,1976.66,1976.54,1977.07,1977.07,12.4,1.32,287582.7,163.68,3.29,538.51,TP1 (1:3),Win,4h 20m
6676,USDCAD,2024-05-21,New York,Tuesday,Buy,1.21391,1.21301,1.21616,1.21302,9.0,1.32,287496.71,91.48,0.94,-85.99,SL Hit,Loss,1h 5m
6677,USDCAD,2024-05-21,London,Tuesday,Sell,1.24129,1.24191,1.23937,1.23937,6.2,1.32,287692.07,63.02,3.1,195.36,TP1 (1:3),Win,1h 48m
6678,EURGBP,2024-05-21,New York,Tuesday,Sell,0.86383,0.8651,0.85974,0.85976,12.7,1.32,288393.8,217.93,3.22,701.73,TP1 (1:3),Win,1h 2m
6679,GBPUSD,2024-05-22,London,Wednesday,Sell,1.24602,1.24723,1.24212,1.24214,12.1,1.32,288908.1,159.72,3.22,514.3,TP1 (1:3),Win,4h 55m
6680,GBPUSD,2024-05-22,New York,Wednesday,Sell,1.28753,1.28802,1.28631,1.28801,4.9,1.32,288845.36,64.68,0.97,-62.74,SL Hit,Loss,12m
6681,EURUSD,2024-05-22,London,Wednesday,Sell,1.05928,1.05989,1.05745,1.05928,6.1,1.32,288845.36,14.74,0.0,0.0,BE,,2h 5m
6682,GBPUSD,2024-05-22,New York,Wednesday,Buy,1.27541,1.27405,1.27881,1.27406,13.6,1.32,288678.41,179.52,0.93,-166.95,SL Hit,Loss,12m
6683,EURUSD,2024-05-22,London,Wednesday,Buy,1.03453,1.03396,1.0362,1.03619,5.7,1.32,288898.86,75.24,2.93,220.45,TP1 (1:3),Win,4h 20m
6684,XAUUSD,2024-05-22,New York,Wednesday,Sell,1881.89,1881.94,1881.73,1881.73,5.0,1.32,289110.06,66.0,3.2,211.2,TP1 (1:3),Win,2h 15m
6685,EURGBP,2024-05-22,London,Wednesday,Sell,0.84303,0.84443,0.83883,0.83886,14.0,1.32,289830.78,240.24,3.0,720.72,TP1 (1:3),Win,6h 10m
6686,GBPUSD,2024-05-22,New York,Wednesday,Buy,1.25209,1.2514,1.25381,1.25141,6.9,1.32,289740.61,91.08,0.99,-90.17,SL Hit,Loss,55m
6687,XAUUSD,2024-05-22,London,Wednesday,Buy,1869.63,1869.56,1869.8,1869.56,6.9,1.32,289652.26,91.08,0.97,-88.35,SL Hit,Loss,55m
6688,EURGBP,2024-05-23,New York,Thursday,Buy,0.86705,0.86552,0.87198,0.87195,15.3,1.32,290497.67,262.55,3.22,845.41,TP1 (1:3),Win,9h 15m
6689,EURUSD,2024-05-23,New York,Thursday,Sell,1.04342,1.04414,1.04122,1.04127,7.2,1.32,290788.49,95.04,3.06,290.82,TP1 (1:3),Win,12h 20m
6690,EURGBP,2024-05-23,New York,Thursday,Sell,0.84745,0.84791,0.84604,0.84606,4.6,1.32,291030.05,78.94,3.06,241.56,TP1 (1:3),Win,6h 10m
6691,EURUSD,2024-05-23,New York,Thursday,Sell,1.10684,1.10811,1.10367,1.1081,12.7,1.32,290865.76,167.64,0.98,-164.29,SL Hit,Loss,1h 22m
6692,EURGBP,2024-05-23,London,Thursday,Buy,0.85898,0.85758,0.86248,0.85759,14.0,1.32,290647.14,240.24,0.91,-218.62,SL Hit,Loss,58m
6693,EURGBP,2024-05-23,London,Thursday,Sell,0.85468,0.8562,0.85012,0.85468,15.2,1.32,290647.14,14.74,0.0,0.0,BE,,3h 0m
6694,GBPUSD,2024-05-23,New York,Thursday,Sell,1.21306,1.21448,1.20894,1.20899,14.2,1.32,291190.72,187.44,2.9,543.58,TP1 (1:3),Win,9h 15m
6695,USDCAD,2024-05-23,London,Thursday,Buy,1.30816,1.307,1.31155,1.31151,11.6,1.32,291534.99,117.9,2.92,344.27,TP1 (1:3),Win,6h 10m
6696,EURGBP,2024-05-23,New York,Thursday,Buy,0.851,0.84973,0.85418,0.84975,12.7,1.32,291323.6,217.93,0.97,-211.39,SL Hit,Loss,40m
6697,EURUSD,2024-05-23,New York,Thursday,Sell,1.08249,1.08397,1.07879,1.08396,14.8,1.32,291136.05,195.36,0.96,-187.55,SL Hit,Loss,58m
6698,XAUUSD,2024-05-23,London,Thursday,Sell,1855.09,1855.25,1854.7,1855.25,15.7,1.32,290939.17,207.24,0.95,-196.88,SL Hit,Loss,48m
6699,EURGBP,2024-05-23,London,Thursday,Buy,0.84113,0.84041,0.84293,0.84043,7.2,1.32,290819.33,123.55,0.97,-119.84,SL Hit,Loss,22m
6700,USDCAD,2024-05-24,New York,Friday,Buy,1.34679,1.34527,1.35156,1.35153,15.2,1.32,291304.43,154.49,3.14,485.1,TP1 (1:3),Win,1h 48m
6701,EURUSD,2024-05-24,New York,Friday,Sell,1.08434,1.08552,1.08139,1.08551,11.8,1.32,291158.02,155.76,0.94,-146.41,SL Hit,Loss,45m
6702,EURGBP,2024-05-24,New York,Friday,Sell,0.83655,0.83802,0.8321,0.83212,14.7,1.32,291922.34,252.25,3.03,764.32,TP1 (1:3),Win,3h 40m
6703,EURGBP,2024-05-24,New York,Friday,Sell,0.88893,0.88951,0.88748,0.88949,5.8,1.32,291827.79,99.53,0.95,-94.55,SL Hit,Loss,40m
6704,EURGBP,2024-05-24,New York,Friday,Buy,0.88786,0.88726,0.88936,0.88728,6.0,1.32,291728.95,102.96,0.96,-98.84,SL Hit,Loss,35m
6705,GBPUSD,2024-05-24,London,Friday,Sell,1.2729,1.27364,1.27061,1.27062,7.4,1.32,292030.78,97.68,3.09,301.83,TP1 (1:3),Win,3h 22m
6706,GBPUSD,2024-05-24,London,Friday,Sell,1.26992,1.27154,1.26587,1.27154,16.2,1.32,291821.22,213.84,0.98,-209.56,SL Hit,Loss,12m
6707,EURUSD,2024-05-24,New York,Friday,Buy,1.11295,1.11144,1.11673,1.11147,15.1,1.32,291629.87,199.32,0.96,-191.35,SL Hit,Loss,32m
6708,EURGBP,2024-05-24,New York,Friday,Sell,0.88857,0.88916,0.8868,0.88857,5.9,1.32,291629.87,14.74,0.0,0.0,BE,,1h 30m
6709,EURUSD,2024-05-24,New York,Friday,Sell,1.07384,1.07511,1.06992,1.06994,12.7,1.32,292147.88,167.64,3.09,518.01,TP1 (1:3),Win,8h 5m
6710,EURUSD,2024-05-24,New York,Friday,Sell,1.11653,1.11798,1.11218,1.1122,14.5,1.32,292722.08,191.4,3.0,574.2,TP1 (1:3),Win,6h 10m
6711,GBPUSD,2024-05-28,London,Tuesday,Buy,1.30618,1.30495,1.30978,1.30975,12.3,1.32,293197.79,162.36,2.93,475.71,TP1 (1:3),Win,3h 40m
6712,EURGBP,2024-05-28,New York,Tuesday,Sell,0.85618,0.85774,0.85167,0.8517,15.6,1.32,293971.44,267.7,2.89,773.65,TP1 (1:3),Win,9h 15m
6713,EURUSD,2024-05-28,London,Tuesday,Buy,1.05444,1.05339,1.05759,1.05444,10.5,1.32,293971.44,14.74,0.0,0.0,BE,,2h 5m
6714,USDCAD,2024-05-28,New York,Tuesday,Buy,1.33658,1.3361,1.33778,1.33613,4.8,1.32,293926.07,48.79,0.93,-45.37,SL Hit,Loss,12m
6715,USDCAD,2024-05-28,New York,Tuesday,Sell,1.32476,1.32626,1.3205,1.32053,15.0,1.32,294359.06,152.46,2.84,432.99,TP1 (1:3),Win,3h 22m
6716,EURGBP,2024-05-28,New York,Tuesday,Sell,0.83441,0.83577,0.83041,0.83041,13.6,1.32,295045.2,233.38,2.94,686.14,TP1 (1:3),Win,4h 20m
6717,EURUSD,2024-05-28,London,Tuesday,Sell,1.0536,1.05415,1.05223,1.05412,5.5,1.32,294978.41,72.6,0.92,-66.79,SL Hit,Loss,38m
6718,USDCAD,2024-05-28,London,Tuesday,Sell,1.20592,1.20758,1.20066,1.20069,16.6,1.32,295513.25,168.72,3.17,534.84,TP1 (1:3),Win,4h 55m
6719,XAUUSD,2024-05-28,London,Tuesday,Sell,2025.06,2025.16,2024.72,2024.72,10.3,1.32,295959.2,135.96,3.28,445.95,TP1 (1:3),Win,2h 30m
6720,XAUUSD,2024-05-30,London,Thursday,Buy,2053.72,2053.57,2054.22,2054.22,15.2,1.32,296615.29,200.64,3.27,656.09,TP1 (1:3),Win,1h 55m
6721,GBPUSD,2024-05-30,New York,Thursday,Buy,1.30173,1.30098,1.30361,1.301,7.5,1.32,296518.27,99.0,0.98,-97.02,SL Hit,Loss,1h 5m
6722,EURGBP,2024-05-30,London,Thursday,Sell,0.83321,0.83473,0.8287,0.82874,15.2,1.32,297292.94,260.83,2.97,774.67,TP1 (1:3),Win,4h 55m
6723,GBPUSD,2024-05-30,New York,Thursday,Buy,1.25645,1.25562,1.25894,1.25645,8.3,1.32,297292.94,14.74,0.0,0.0,BE,,2h 5m
6724,USDCAD,2024-05-30,New York,Thursday,Buy,1.2945,1.29363,1.29711,1.2945,8.7,1.32,297292.94,14.74,0.0,0.0,BE,,3h 0m
6725,XAUUSD,2024-05-30,New York,Thursday,Sell,1908.69,1908.84,1908.26,1908.26,15.1,1.32,297864.99,199.32,2.87,572.05,TP1 (1:3),Win,9h 15m
6726,EURUSD,2024-05-30,London,Thursday,Buy,1.04307,1.04193,1.04657,1.04656,11.4,1.32,298326.96,150.48,3.07,461.97,TP1 (1:3),Win,9h 15m
6727,GBPUSD,2024-05-30,London,Thursday,Sell,1.25765,1.25822,1.25622,1.25821,5.7,1.32,298253.98,75.24,0.97,-72.98,SL Hit,Loss,38m
6728,EURUSD,2024-05-30,London,Thursday,Sell,1.04533,1.04607,1.04311,1.04533,7.4,1.32,298253.98,14.74,0.0,0.0,BE,,2h 5m
6729,EURGBP,2024-05-30,London,Thursday,Sell,0.87472,0.87625,0.86996,0.86997,15.3,1.32,299070.51,262.55,3.11,816.53,TP1 (1:3),Win,2h 30m
6730,USDCAD,2024-05-31,New York,Friday,Buy,1.24777,1.24674,1.25113,1.25112,10.3,1.32,299411.8,104.69,3.26,341.29,TP1 (1:3),Win,3h 40m
6731,GBPUSD,2024-05-31,New York,Friday,Buy,1.23162,1.23026,1.23589,1.23587,13.6,1.32,299975.49,179.52,3.14,563.69,TP1 (1:3),Win,4h 20m
6732,XAUUSD,2024-05-31,New York,Friday,Buy,1929.01,1928.97,1929.12,1928.97,4.2,1.32,299922.27,55.44,0.96,-53.22,SL Hit,Loss,35m
6733,GBPUSD,2024-05-31,New York,Friday,Sell,1.30931,1.31026,1.30648,1.3065,9.5,1.32,300295.96,125.4,2.98,373.69,TP1 (1:3),Win,4h 20m
6734,USDCAD,2024-05-31,New York,Friday,Sell,1.26741,1.26879,1.26396,1.26878,13.8,1.32,300162.71,140.26,0.95,-133.25,SL Hit,Loss,12m
6735,XAUUSD,2024-05-31,London,Friday,Sell,1963.07,1963.2,1962.75,1963.2,12.6,1.32,300001.38,166.32,0.97,-161.33,SL Hit,Loss,32m
6736,EURUSD,2024-05-31,London,Friday,Sell,1.11798,1.11878,1.1156,1.11564,8.0,1.32,300316.07,105.6,2.98,314.69,TP1 (1:3),Win,3h 40m
6737,GBPUSD,2024-05-31,London,Friday,Sell,1.27782,1.27888,1.27448,1.27448,10.6,1.32,300756.82,139.92,3.15,440.75,TP1 (1:3),Win,1h 2m
6738,USDCAD,2024-05-31,London,Friday,Buy,1.22395,1.22307,1.22649,1.22645,8.8,1.32,301015.3,89.44,2.89,258.48,TP1 (1:3),Win,9h 15m
6739,XAUUSD,2024-05-31,New York,Friday,Sell,1904.42,1904.53,1904.15,1904.53,10.9,1.32,300872.86,143.88,0.99,-142.44,SL Hit,Loss,55m
6740,XAUUSD,2024-05-31,New York,Friday,Sell,2081.57,2081.64,2081.35,2081.57,7.5,1.32,300872.86,14.74,0.0,0.0,BE,,2h 5m
6741,XAUUSD,2024-05-31,New York,Friday,Sell,1886.07,1886.23,1885.67,1886.23,15.8,1.32,300680.98,208.56,0.92,-191.88,SL Hit,Loss,58m
6742,XAUUSD,2024-06-03,London,Monday,Buy,1978.3,1978.17,1978.71,1978.71,13.2,1.32,301221.12,174.24,3.1,540.14,TP1 (1:3),Win,1h 48m
6743,USDCAD,2024-06-03,New York,Monday,Buy,1.23277,1.23135,1.23685,1.23681,14.2,1.32,301635.35,144.33,2.87,414.23,TP1 (1:3),Win,12h 20m
6744,GBPUSD,2024-06-03,New York,Monday,Buy,1.29023,1.28931,1.29253,1.28932,9.2,1.32,301518.77,121.44,0.96,-116.58,SL Hit,Loss,55m
6745,GBPUSD,2024-06-03,New York,Monday,Buy,1.25283,1.2515,1.25616,1.25151,13.3,1.32,301348.48,175.56,0.97,-170.29,SL Hit,Loss,1h 22m
6746,XAUUSD,2024-06-03,New York,Monday,Sell,1913.21,1913.36,1912.83,1913.36,15.4,1.32,301163.5,203.28,0.91,-184.98,SL Hit,Loss,32m
6747,GBPUSD,2024-06-03,New York,Monday,Sell,1.25382,1.2545,1.25212,1.25449,6.8,1.32,301078.23,89.76,0.95,-85.27,SL Hit,Loss,12m
6748,USDCAD,2024-06-03,New York,Monday,Buy,1.24111,1.23977,1.245,1.245,13.4,1.32,301473.21,136.2,2.9,394.98,TP1 (1:3),Win,12h 20m
6749,XAUUSD,2024-06-03,London,Monday,Buy,2094.38,2094.33,2094.53,2094.53,4.6,1.32,301668.12,60.72,3.21,194.91,TP1 (1:3),Win,3h 22m
6750,XAUUSD,2024-06-03,New York,Monday,Buy,1927.26,1927.17,1927.47,1927.17,8.5,1.32,301566.02,112.2,0.91,-102.1,SL Hit,Loss,55m
6751,GBPUSD,2024-06-05,London,Wednesday,Buy,1.26997,1.26852,1.27449,1.27445,14.5,1.32,302163.19,191.4,3.12,597.17,TP1 (1:3),Win,8h 5m
6752,EURGBP,2024-06-05,London,Wednesday,Buy,0.833,0.8324,0.8345,0.83242,6.0,1.32,302065.38,102.96,0.95,-97.81,SL Hit,Loss,22m
6753,EURGBP,2024-06-05,London,Wednesday,Buy,0.85439,0.85388,0.85567,0.85389,5.1,1.32,301983.99,87.52,0.93,-81.39,SL Hit,Loss,38m
6754,EURGBP,2024-06-05,London,Wednesday,Buy,0.87702,0.8765,0.87863,0.8786,5.2,1.32,302259.71,89.23,3.09,275.72,TP1 (1:3),Win,6h 10m
6755,USDCAD,2024-06-05,New York,Wednesday,Buy,1.20705,1.2063,1.20893,1.20633,7.5,1.32,302188.05,76.23,0.94,-71.66,SL Hit,Loss,27m
6756,GBPUSD,2024-06-05,New York,Wednesday,Sell,1.30287,1.30393,1.29969,1.30287,10.6,1.32,302188.05,14.74,0.0,0.0,BE,,1h 10m
6757,USDCAD,2024-06-05,New York,Wednesday,Sell,1.1922,1.1929,1.18991,1.18992,7.0,1.32,302420.71,71.15,3.27,232.66,TP1 (1:3),Win,8h 5m
6758,USDCAD,2024-06-05,London,Wednesday,Buy,1.25135,1.25063,1.25315,1.25065,7.2,1.32,302348.99,73.18,0.98,-71.72,SL Hit,Loss,58m
6759,XAUUSD,2024-06-05,New York,Wednesday,Sell,1979.18,1979.26,1978.97,1979.26,8.4,1.32,302246.98,110.88,0.92,-102.01,SL Hit,Loss,27m
6760,EURGBP,2024-06-05,London,Wednesday,Sell,0.86878,0.86941,0.86675,0.86675,6.3,1.32,302595.09,108.11,3.22,348.11,TP1 (1:3),Win,2h 30m
6761,USDCAD,2024-06-05,New York,Wednesday,Sell,1.26552,1.26713,1.2615,1.26712,16.1,1.32,302446.18,163.64,0.91,-148.91,SL Hit,Loss,58m
6762,EURGBP,2024-06-05,New York,Wednesday,Sell,0.85292,0.85456,0.84793,0.84793,16.4,1.32,303301.7,281.42,3.04,855.52,TP1 (1:3),Win,8h 5m
6763,USDCAD,2024-06-06,London,Thursday,Sell,1.19346,1.19455,1.19016,1.19018,10.9,1.32,303637.39,110.79,3.03,335.69,TP1 (1:3),Win,4h 55m
6764,XAUUSD,2024-06-06,New York,Thursday,Buy,2085.75,2085.63,2086.1,2086.1,11.6,1.32,304104.41,153.12,3.05,467.02,TP1 (1:3),Win,1h 48m
6765,GBPUSD,2024-06-06,London,Thursday,Buy,1.28429,1.28327,1.28753,1.2875,10.2,1.32,304532.57,134.64,3.18,428.16,TP1 (1:3),Win,1h 2m
6766,USDCAD,2024-06-06,New York,Thursday,Buy,1.22334,1.22283,1.22482,1.22478,5.1,1.32,304682.91,51.84,2.9,150.34,TP1 (1:3),Win,6h 10m
6767,GBPUSD,2024-06-06,New York,Thursday,Buy,1.24284,1.24222,1.24439,1.24224,6.2,1.32,304601.89,81.84,0.99,-81.02,SL Hit,Loss,22m
6768,EURUSD,2024-06-06,London,Thursday,Buy,1.10675,1.10534,1.11112,1.11111,14.1,1.32,305178.86,186.12,3.1,576.97,TP1 (1:3),Win,8h 5m
6769,USDCAD,2024-06-06,London,Thursday,Buy,1.31237,1.31114,1.31629,1.31625,12.3,1.32,305577.67,125.02,3.19,398.81,TP1 (1:3),Win,1h 48m
6770,EURGBP,2024-06-06,London,Thursday,Buy,0.877,0.87616,0.87963,0.8796,8.4,1.32,306028.83,144.14,3.13,451.16,TP1 (1:3),Win,8h 5m
6771,EURUSD,2024-06-06,London,Thursday,Buy,1.0234,1.02202,1.02685,1.02204,13.8,1.32,305861.24,182.16,0.92,-167.59,SL Hit,Loss,35m
6772,EURUSD,2024-06-07,New York,Friday,Buy,1.04699,1.04544,1.05193,1.0519,15.5,1.32,306513.91,204.6,3.19,652.67,TP1 (1:3),Win,2h 30m
6773,GBPUSD,2024-06-07,New York,Friday,Sell,1.23573,1.23717,1.23213,1.23715,14.4,1.32,306337.14,190.08,0.93,-176.77,SL Hit,Loss,18m
6774,GBPUSD,2024-06-07,London,Friday,Sell,1.25631,1.25792,1.25142,1.25145,16.1,1.32,306983.2,212.52,3.04,646.06,TP1 (1:3),Win,1h 48m
6775,EURUSD,2024-06-07,London,Friday,Buy,1.05105,1.05031,1.0529,1.05031,7.4,1.32,306894.31,97.68,0.91,-88.89,SL Hit,Loss,45m
6776,GBPUSD,2024-06-07,London,Friday,Sell,1.30096,1.30138,1.29991,1.30136,4.2,1.32,306839.98,55.44,0.98,-54.33,SL Hit,Loss,48m
6777,EURGBP,2024-06-07,London,Friday,Buy,0.83673,0.83519,0.84106,0.84105,15.4,1.32,307582.55,264.26,2.81,742.57,TP1 (1:3),Win,1h 48m
6778,EURUSD,2024-06-07,New York,Friday,Buy,1.04966,1.04848,1.05261,1.0485,11.8,1.32,307437.69,155.76,0.93,-144.86,SL Hit,Loss,22m
6779,GBPUSD,2024-06-07,New York,Friday,Sell,1.284,1.28534,1.28065,1.28532,13.4,1.32,307274.96,176.88,0.92,-162.73,SL Hit,Loss,48m
6780,EURGBP,2024-06-07,London,Friday,Buy,0.8651,0.86459,0.86663,0.8651,5.1,1.32,307274.96,14.74,0.0,0.0,BE,,1h 30m
6781,GBPUSD,2024-06-07,New York,Friday,Buy,1.27437,1.273,1.27848,1.27437,13.7,1.32,307274.96,14.74,0.0,0.0,BE,,1h 10m
6782,GBPUSD,2024-06-07,New York,Friday,Buy,1.23701,1.23552,1.24073,1.23554,14.9,1.32,307084.18,196.68,0.97,-190.78,SL Hit,Loss,1h 5m
6783,GBPUSD,2024-06-10,London,Monday,Sell,1.29421,1.29586,1.28949,1.28952,16.5,1.32,307707.09,217.8,2.86,622.91,TP1 (1:3),Win,5h 30m
6784,EURGBP,2024-06-10,London,Monday,Buy,0.85824,0.85771,0.85981,0.85979,5.3,1.32,307977.21,90.95,2.97,270.12,TP1 (1:3),Win,9h 15m
6785,USDCAD,2024-06-10,New York,Monday,Sell,1.34848,1.34995,1.34373,1.34373,14.7,1.32,308459.8,149.41,3.23,482.59,TP1 (1:3),Win,5h 30m
6786,USDCAD,2024-06-10,New York,Monday,Buy,1.33094,1.33016,1.33289,1.33018,7.8,1.32,308384.48,79.28,0.95,-75.32,SL Hit,Loss,45m
6787,XAUUSD,2024-06-10,New York,Monday,Sell,1950.95,1951.11,1950.55,1951.11,16.1,1.32,308176.21,212.52,0.98,-208.27,SL Hit,Loss,35m
6788,EURUSD,2024-06-10,New York,Monday,Sell,1.02437,1.02554,1.0207,1.02072,11.7,1.32,308661.15,154.44,3.14,484.94,TP1 (1:3),Win,4h 55m
6789,EURUSD,2024-06-10,London,Monday,Sell,1.04885,1.05042,1.04376,1.0438,15.7,1.32,309332.61,207.24,3.24,671.46,TP1 (1:3),Win,2h 15m
6790,USDCAD,2024-06-10,London,Monday,Sell,1.20396,1.20517,1.20033,1.20396,12.1,1.32,309332.61,14.74,0.0,0.0,BE,,3h 0m
6791,EURUSD,2024-06-11,London,Tuesday,Buy,1.02525,1.02374,1.03002,1.02998,15.1,1.32,309962.46,199.32,3.16,629.85,TP1 (1:3),Win,5h 30m
6792,USDCAD,2024-06-11,London,Tuesday,Sell,1.24811,1.2498,1.24389,1.24978,16.9,1.32,309794.13,171.77,0.98,-168.33,SL Hit,Loss,55m
6793,XAUUSD,2024-06-11,New York,Tuesday,Sell,1947.83,1947.93,1947.51,1947.51,10.0,1.32,310216.53,132.0,3.2,422.4,TP1 (1:3),Win,3h 40m
6794,GBPUSD,2024-06-11,London,Tuesday,Sell,1.30843,1.31005,1.30385,1.3039,16.2,1.32,310821.7,213.84,2.83,605.17,TP1 (1:3),Win,1h 2m
6795,XAUUSD,2024-06-11,New York,Tuesday,Sell,1999.47,1999.55,1999.21,1999.21,7.9,1.32,311158.52,104.28,3.23,336.82,TP1 (1:3),Win,5h 30m
6796,USDCAD,2024-06-11,London,Tuesday,Buy,1.22681,1.22634,1.22798,1.22636,4.7,1.32,311115.05,47.77,0.91,-43.47,SL Hit,Loss,55m
6797,EURGBP,2024-06-11,London,Tuesday,Buy,0.84648,0.8459,0.84793,0.84591,5.8,1.32,311018.51,99.53,0.97,-96.54,SL Hit,Loss,1h 22m
6798,XAUUSD,2024-06-11,London,Tuesday,Sell,1986.61,1986.7,1986.39,1986.7,8.8,1.32,310911.64,116.16,0.92,-106.87,SL Hit,Loss,45m
6799,EURUSD,2024-06-11,New York,Tuesday,Buy,1.07741,1.07625,1.08031,1.07627,11.6,1.32,310770.77,153.12,0.92,-140.87,SL Hit,Loss,38m
6800,USDCAD,2024-06-11,New York,Tuesday,Sell,1.28444,1.28559,1.28157,1.28556,11.5,1.32,310656.22,116.89,0.98,-114.55,SL Hit,Loss,1h 5m
6801,USDCAD,2024-06-11,London,Tuesday,Sell,1.24784,1.24848,1.24605,1.24607,6.4,1.32,310838.36,65.05,2.8,182.14,TP1 (1:3),Win,1h 2m
